train_id,price_pred
450414,13.254207
406368,20.415972
136022,7.4811816
596088,21.942396
1161685,5.6194987
726217,6.0221415
700762,15.675658
565641,12.154411
606113,10.601374
888245,12.875776
758037,12.654026
666900,19.725868
192660,9.7651615
438741,13.274956
1301625,11.856698
1289031,13.272801
935268,30.653923
40069,10.248842
1212736,13.939644
1259504,10.351912
204439,7.3928638
21307,14.505676
1263238,18.867561
486547,13.229385
1146136,16.093946
689892,18.455194
239943,14.090747
24198,16.027843
1331827,21.986185
31431,35.047894
33267,13.326962
612420,12.42019
687556,6.150912
1432926,14.924195
446439,14.113917
318478,11.380537
1345605,22.711075
696645,10.4476795
226113,26.386927
618872,16.451096
213471,79.86062
339251,4.9119673
556991,13.835938
256083,34.332462
13850,15.977293
1267837,28.582422
1478203,4.31728
824661,30.855309
1015391,35.6939
96931,19.728373
130414,15.499597
39892,41.233376
1184433,60.851173
719537,51.62693
1392054,23.004276
1305496,11.597995
33377,14.594283
471528,59.61713
1390546,17.506063
561624,13.6189785
1435811,12.899798
967473,16.543451
85931,9.4284115
330625,18.81637
597746,41.131084
381209,17.697468
786738,15.971919
1269057,80.03964
568649,9.9893055
237657,101.97696
1146932,14.321457
387616,10.715058
132226,5.3791347
999302,7.940758
81978,15.997235
1337214,17.251387
1044563,11.420273
418818,12.871512
60207,16.69654
420585,13.072643
9919,19.0129
1365980,89.22499
1269923,22.941662
1154977,23.792099
1329002,30.249907
1110242,12.937286
57082,17.059464
1150927,38.229576
753809,8.496012
251018,30.219389
306925,15.451944
1318890,7.7335167
805570,3.8811684
28928,83.64194
480685,17.506063
390981,26.076572
973800,34.697994
467920,47.797325
788338,18.609015
537031,15.261095
1424929,22.421314
1180351,25.391518
358045,12.302388
581048,49.083973
107798,15.10889
702700,6.383323
424909,18.679918
1380786,43.297188
1164490,7.366781
1290472,29.377132
1172939,8.481104
367746,8.508782
1161933,94.241844
1040174,16.804815
524012,19.66605
1474453,20.090513
409278,22.156214
1338509,20.060104
63872,10.655964
330427,21.837517
1112525,7.2551026
56536,6.8829618
175066,44.24026
865276,6.0754046
453817,16.38398
999370,9.503847
1220443,8.303414
346691,9.468673
55726,17.597258
1400135,23.279848
718601,13.018177
1032956,10.965586
1361158,6.698382
826677,13.981719
455170,2.6564734
1001302,33.29159
1273986,14.683071
597757,4.1436296
1152447,12.531626
365296,35.092957
367540,19.620832
277076,42.50676
234819,7.6954994
748173,12.646105
703312,18.246294
725611,16.818544
587988,16.054276
1126691,33.192474
1286885,7.025278
702868,4.674573
223794,11.482537
677299,12.6062
277849,12.028635
171711,4.6167912
557378,50.15728
442525,11.039105
642428,26.378172
519742,7.901418
586419,15.102777
1110868,5.0489593
100467,6.4989347
1211254,27.559938
387452,81.647896
141221,228.51413
785073,33.66978
1368325,19.591326
182790,39.21647
1431038,22.763847
1284298,13.952651
753431,24.654427
759500,7.8637896
1003338,23.493988
1065699,23.80859
482131,12.184127
770063,22.323563
500731,13.409218
343001,197.27571
935798,47.440445
1024313,6.049179
150392,16.546572
1436386,6.7143097
1157256,9.153994
1189309,9.400973
239935,18.505392
130262,22.22324
858099,16.477394
75160,12.167324
447217,16.476582
625794,18.225313
314584,11.796356
42496,34.054962
1067853,12.375406
554825,28.889063
810929,28.043907
683496,12.033398
390119,7.691416
1189734,20.72403
115139,7.8032613
550335,41.423527
6881,67.34532
1271298,19.219715
362774,35.034317
862476,14.899328
1302488,51.398605
544598,4.000175
1239694,16.282331
978045,22.066051
339281,11.5968895
82894,15.293534
589446,22.261017
376026,14.898574
1241037,58.427628
879757,89.12798
575927,18.362623
768315,18.919596
474538,22.399992
1069869,12.212324
1277903,17.367565
348476,15.726179
832189,19.341373
423242,10.896369
472721,13.497261
341610,17.865953
575973,16.77104
372091,26.553425
194706,111.37804
1385051,26.341042
689261,32.279156
1364153,17.422834
628331,17.859018
733316,15.474466
225060,17.372934
1302489,20.10706
171662,20.04613
29456,18.478987
1453314,16.761349
1087375,11.906624
391959,25.48657
1179458,12.738696
791351,11.604718
951459,13.424287
186363,24.139278
1312803,75.89153
745555,8.662472
1473559,19.33522
519728,18.921629
1464266,9.261384
525747,23.181702
642218,15.834371
923896,26.249134
1295823,11.396089
1394721,18.633724
1411250,8.969948
171714,12.116027
114500,5.8151193
741801,51.438396
890600,20.807058
264731,30.962364
1051361,7.4105215
439449,9.43482
1406285,11.433656
804589,10.813
495028,27.22185
1408036,17.09858
324123,17.70632
717918,54.653873
594351,32.356583
836518,67.45282
99660,36.90271
673620,27.46044
436808,12.082341
371449,20.325024
814269,10.251535
252682,19.332428
887128,15.272617
906305,14.958105
671893,14.258941
505973,11.394593
509374,3.0434043
25842,20.53066
317214,7.8649797
1418056,7.629213
852364,268.87878
125216,11.84791
416084,12.149135
358882,5.7288027
1001680,52.830635
1324511,16.26918
479969,24.808645
221161,14.740065
353801,7.993696
1268371,8.842012
7073,21.554867
863296,12.7821
1193881,11.208246
28527,5.5973
375585,6.4108734
482280,12.528177
688078,25.962896
968754,18.072653
107198,75.309456
197947,89.92739
409215,24.202183
869487,4.421503
543821,12.414131
920550,16.843775
1087306,11.463932
1236562,14.591614
834535,31.146467
65340,85.434906
778739,4.91259
743475,43.896687
271238,14.367861
907006,23.57157
425758,11.274893
165661,14.440531
1123539,13.313172
723098,20.953577
1402479,14.963855
780561,39.662773
714862,11.94194
1264386,27.944143
1071784,15.048352
164662,57.805252
1482050,8.844885
963652,15.814583
1087582,17.299168
817277,10.911249
294213,26.81025
807624,33.890385
1427391,58.888214
1413278,17.458904
29988,8.775555
275948,15.620926
224804,6.04218
1366138,15.751913
323773,8.919883
1409055,31.717896
1319517,27.647886
210467,15.454439
620931,8.271869
495409,13.445415
268159,13.466118
1194295,25.226751
1316599,12.315937
519276,19.33939
471791,76.74365
168120,30.583574
1355426,21.929295
378089,9.181706
153689,54.268612
243062,16.903631
718600,36.603195
843828,9.312971
937912,10.394738
1290567,46.363617
148262,34.678246
258968,3.5948718
1155810,14.803806
722074,21.75179
360743,55.44892
1198739,26.207815
520992,24.082893
716132,34.04623
1429802,18.164557
989283,11.657953
459524,16.486784
41307,44.77119
1042294,11.593889
636860,14.20081
1456815,17.612642
1351824,21.214039
1290346,14.420242
1440896,33.47873
812430,33.18197
26241,21.524359
698757,18.83846
960203,14.262256
1161885,16.279234
996204,5.101804
561166,9.794322
1208124,8.704669
146215,9.696945
191422,44.24653
355223,18.729233
1411007,34.833157
1086110,31.806412
949596,12.759255
1453296,11.647465
484475,9.046574
854528,6.014986
1128928,25.07436
1348114,11.273997
1151066,15.978556
772880,31.680895
403581,3.4904761
751229,21.44929
132292,18.511192
1265253,48.6195
952389,14.625564
622151,42.46104
930470,13.837204
1017632,12.67679
1012941,22.372215
1104752,13.5399275
1265245,11.550555
1371461,11.507394
1177152,14.3229475
614315,8.902036
578349,53.720257
1315938,15.975407
967474,19.052473
540033,3.8819766
916174,16.243109
1431973,7.360494
1152135,21.223156
1264295,8.848486
692878,18.445105
879444,21.40819
1226522,11.63605
1210117,34.123146
284875,6.705622
995792,8.061732
309014,11.261669
408511,35.609978
42450,15.704372
627524,15.348678
89146,31.918139
1123166,5.2453194
755901,9.0079
741080,22.118841
656855,53.273945
1237358,16.467983
1039494,14.186132
991688,71.24118
552322,3.6907642
332534,11.5483675
1022491,26.207367
1162269,12.435787
599394,26.250622
88192,32.947205
1291332,7.877082
1077489,30.154974
1477975,56.08663
190143,16.334175
636763,12.554907
932515,44.959286
639357,10.89234
843529,69.57815
1051882,10.375716
993193,15.030883
1205602,25.440088
764486,14.659487
765297,40.00522
195353,7.2445087
1281503,12.02733
505964,48.267517
1023222,9.79024
82416,6.950047
830993,24.766949
896365,31.826033
306700,24.31176
1116499,24.652832
751152,36.413887
946106,48.52928
501465,15.779446
386851,9.446851
682778,21.812271
571930,12.539971
102584,12.050961
1120256,25.187817
37308,26.032452
