train_id,price_pred
450414,13.474125
406368,21.296787
136022,7.6219163
596088,22.744055
1161685,5.159274
726217,6.4013524
700762,13.991749
565641,11.829098
606113,9.819897
888245,9.8889675
758037,12.015741
666900,22.857136
192660,12.985199
438741,12.780947
1301625,10.741818
1289031,13.022512
935268,29.332031
40069,15.573528
1212736,13.593362
1259504,10.062335
204439,8.394516
21307,10.090581
1263238,20.064896
486547,12.385742
1146136,12.309783
689892,17.785082
239943,13.6485405
24198,15.935063
1331827,16.172478
31431,35.726906
33267,15.103137
612420,20.30051
687556,5.8033476
1432926,8.282732
446439,10.917809
318478,15.740398
1345605,38.065857
696645,11.837932
226113,25.490358
618872,13.147262
213471,82.59263
339251,4.9525604
556991,14.400086
256083,24.944576
13850,18.08691
1267837,36.126587
1478203,3.5657823
824661,16.734953
1015391,39.795914
96931,17.71645
130414,9.43536
39892,34.08247
1184433,62.10465
719537,66.445404
1392054,28.49622
1305496,12.038507
33377,12.296769
471528,28.251944
1390546,17.03063
561624,16.695288
1435811,11.812884
967473,20.492441
85931,16.132107
330625,23.664652
597746,38.50494
381209,16.916185
786738,17.447052
1269057,75.87595
568649,7.9620147
237657,118.76489
1146932,12.930098
387616,14.420881
132226,5.2783327
999302,8.936059
81978,14.105275
1337214,12.80078
1044563,13.220194
418818,13.003379
60207,19.335875
420585,12.877351
9919,19.63175
1365980,55.03875
1269923,23.34816
1154977,19.466595
1329002,33.57895
1110242,12.32056
57082,14.11181
1150927,35.080894
753809,7.71407
251018,22.407587
306925,16.040892
1318890,7.0611744
805570,4.4409885
28928,104.17381
480685,17.03063
390981,35.281513
973800,35.408375
467920,31.400017
788338,16.28546
537031,16.71824
1424929,22.785961
1180351,20.463264
358045,13.667311
581048,53.57077
107798,12.538661
702700,6.4873366
424909,27.510254
1380786,70.9252
1164490,7.1078506
1290472,26.322458
1172939,9.4176035
367746,7.037023
1161933,86.141945
1040174,22.003094
524012,19.820107
1474453,24.984797
409278,19.063793
1338509,24.235847
63872,11.498949
330427,18.397203
1112525,6.579779
56536,6.435387
175066,42.05153
865276,7.6651926
453817,17.76322
999370,10.113332
1220443,5.750282
346691,8.805115
55726,16.02647
1400135,29.173586
718601,12.639898
1032956,10.686325
1361158,7.013737
826677,16.57882
455170,3.186374
1001302,29.527
1273986,12.841208
597757,4.165233
1152447,11.846863
365296,31.128048
367540,15.995109
277076,40.98856
234819,15.698535
748173,14.080496
703312,17.004988
725611,15.418903
587988,18.082747
1126691,30.723091
1286885,7.0626354
702868,6.915372
223794,12.3494
677299,19.246038
277849,13.669717
171711,5.2843037
557378,59.375107
442525,8.217481
642428,25.972181
519742,7.955045
586419,11.510397
1110868,5.7552414
100467,6.5781007
1211254,24.881214
387452,104.06159
141221,381.156
785073,28.882929
1368325,23.756907
182790,27.065346
1431038,30.555334
1284298,14.434307
753431,29.897772
759500,10.901467
1003338,20.642467
1065699,17.253193
482131,11.193324
770063,19.634401
500731,13.517803
343001,195.24748
935798,55.256176
1024313,6.937545
150392,18.955257
1436386,5.938022
1157256,8.4094095
1189309,8.921394
239935,19.25256
130262,30.817493
858099,15.698543
75160,10.233518
447217,15.976184
625794,12.381954
314584,12.975146
42496,28.212023
1067853,10.952476
554825,21.298468
810929,26.77305
683496,11.651412
390119,15.188232
1189734,17.775446
115139,7.227278
550335,23.782738
6881,78.53433
1271298,19.523855
362774,33.256878
862476,16.261627
1302488,44.436443
544598,4.262798
1239694,16.329294
978045,23.470009
339281,10.216769
82894,15.853462
589446,18.987701
376026,11.784067
1241037,45.196625
879757,74.5172
575927,16.035545
768315,19.191143
474538,27.576498
1069869,11.831175
1277903,20.408764
348476,13.861031
832189,12.9567995
423242,12.48645
472721,11.275004
341610,16.84858
575973,19.127962
372091,27.226345
194706,90.50151
1385051,24.251593
689261,42.530643
1364153,16.359995
628331,13.519551
733316,12.742725
225060,25.075493
1302489,21.845957
171662,14.843249
29456,21.3144
1453314,15.890192
1087375,12.6026325
391959,16.807829
1179458,13.589167
791351,10.802279
951459,15.044878
186363,19.956339
1312803,84.59476
745555,8.57866
1473559,16.528522
519728,22.967876
1464266,8.351089
525747,18.601824
642218,13.283184
923896,17.77634
1295823,9.734907
1394721,21.470163
1411250,11.269679
171714,12.812903
114500,5.5965686
741801,67.74981
890600,23.63132
264731,28.545536
1051361,8.521854
439449,11.577206
1406285,13.667416
804589,11.009119
495028,28.350578
1408036,17.2587
324123,16.5655
717918,23.427748
594351,55.596752
836518,41.416527
99660,35.309353
673620,24.881214
436808,11.757264
371449,23.99348
814269,10.162418
252682,16.2085
887128,18.297733
906305,14.587065
671893,18.15775
505973,9.990309
509374,3.697191
25842,18.480686
317214,8.117099
1418056,8.122796
852364,327.64233
125216,11.588339
416084,14.527562
358882,7.2441373
1001680,80.03474
1324511,14.493234
479969,24.268269
221161,13.966268
353801,11.892431
1268371,8.743288
7073,19.470198
863296,9.448956
1193881,9.45659
28527,7.1150546
375585,7.3497014
482280,14.144949
688078,28.26693
968754,17.516117
107198,100.72446
197947,94.33758
409215,29.121374
869487,3.910557
543821,13.36727
920550,18.444016
1087306,13.2408905
1236562,11.612026
834535,20.497967
65340,82.08527
778739,4.4621434
743475,44.89038
271238,14.90211
907006,22.17428
425758,9.4171295
165661,12.246698
1123539,14.027667
723098,17.925474
1402479,24.378998
780561,46.477524
714862,9.778681
1264386,24.264101
1071784,16.377844
164662,40.877155
1482050,9.169736
963652,18.342224
1087582,19.802343
817277,15.165296
294213,20.077112
807624,32.832188
1427391,47.96502
1413278,16.946642
29988,12.52296
275948,13.322349
224804,15.723843
1366138,14.32538
323773,8.08716
1409055,35.32261
1319517,27.522743
210467,7.58135
620931,7.4248166
495409,11.906987
268159,13.423148
1194295,31.85224
1316599,10.914266
519276,24.645267
471791,86.523735
168120,35.978928
1355426,23.521538
378089,8.967291
153689,55.59767
243062,11.904024
718600,50.02536
843828,11.027819
937912,12.216824
1290567,50.567696
148262,37.58428
258968,3.7705693
1155810,20.111986
722074,20.658298
360743,24.21932
1198739,25.184689
520992,16.737854
716132,28.48092
1429802,5.7921844
989283,12.673914
459524,18.074331
41307,28.59788
1042294,12.922295
636860,12.691658
1456815,14.75896
1351824,18.547958
1290346,17.036627
1440896,24.436413
812430,33.369923
26241,17.393284
698757,24.792086
960203,13.000772
1161885,15.099774
996204,6.8738294
561166,10.420727
1208124,8.8198395
146215,10.73146
191422,30.650717
355223,20.62891
1411007,33.627945
1086110,32.957645
949596,16.352882
1453296,10.399961
484475,10.232955
854528,5.889066
1128928,25.488293
1348114,20.529364
1151066,15.411698
772880,41.23835
403581,3.6918223
751229,19.936407
132292,19.176508
1265253,90.73589
952389,13.749829
622151,41.76265
930470,11.646786
1017632,12.994438
1012941,22.348806
1104752,16.797083
1265245,10.414544
1371461,12.056609
1177152,12.812756
614315,11.716357
578349,37.878944
1315938,12.214995
967474,20.720228
540033,4.5285616
916174,14.050145
1431973,9.82736
1152135,32.745514
1264295,6.5406995
692878,18.567444
879444,17.999233
1226522,12.4467125
1210117,50.73278
284875,7.105916
995792,7.2609797
309014,10.121506
408511,36.278812
42450,21.129513
627524,13.002461
89146,35.802948
1123166,7.8563476
755901,8.55773
741080,27.457542
